employee_id,usia,lama_bekerja_tahun,level_jabatan,department_name,project_budget,durasi_hari,kpi_category,rata_kpi_value
1,38,9,Manager,Operations,206368642.0,46,Innovation,89.85
1,38,9,Manager,Operations,206368642.0,46,Quality,90.07
1,38,9,Manager,Operations,206368642.0,46,Technical,94.23
1,38,9,Manager,Operations,300000000.0,242,Development,94.34
1,38,9,Manager,Operations,300000000.0,242,Efficiency,97.76
1,38,9,Manager,Operations,300000000.0,242,Finance,88.57499999999999
1,38,9,Manager,Operations,300000000.0,242,HR,96.28000000000002
1,38,9,Manager,Operations,300000000.0,242,Innovation,90.935
1,38,9,Manager,Operations,300000000.0,242,Teamwork,90.14
1,38,9,Manager,Operations,300000000.0,242,Technical,90.67
1,38,9,Manager,Operations,300000000.0,242,Time Management,88.52
1,38,9,Manager,Operations,472961951.0,350,Efficiency,93.28
1,38,9,Manager,Operations,472961951.0,350,Finance,94.97
1,38,9,Manager,Operations,472961951.0,350,Performance,94.155
1,38,9,Manager,Operations,472961951.0,350,Quality,88.24
1,38,9,Manager,Operations,472961951.0,350,Technical,96.215
1,38,9,Manager,Operations,472961951.0,350,Time Management,98.0
2,28,2,Staff,IT,50000000.0,211,HR,77.96
2,28,2,Staff,IT,50000000.0,211,Performance,74.45
2,28,2,Staff,IT,60000000.0,214,Development,62.38
2,28,2,Staff,IT,60000000.0,214,Efficiency,68.225
2,28,2,Staff,IT,60000000.0,214,HR,77.435
2,28,2,Staff,IT,60000000.0,214,Innovation,66.37
2,28,2,Staff,IT,60000000.0,214,Performance,67.02
2,28,2,Staff,IT,60000000.0,214,Quality,66.418
2,28,2,Staff,IT,60000000.0,214,Time Management,69.97
2,28,2,Staff,IT,90000000.0,244,Attendance,75.2
2,28,2,Staff,IT,90000000.0,244,HR,72.59
2,28,2,Staff,IT,90000000.0,244,Project,70.33
2,28,2,Staff,IT,90000000.0,244,Quality,63.8
2,28,2,Staff,IT,90000000.0,244,Technical,81.54
2,28,2,Staff,IT,90000000.0,244,Time Management,72.18
2,28,2,Staff,IT,110000000.0,199,Development,59.8
2,28,2,Staff,IT,110000000.0,199,Efficiency,74.04
2,28,2,Staff,IT,110000000.0,199,Finance,66.75
2,28,2,Staff,IT,110000000.0,199,Performance,75.49
2,28,2,Staff,IT,110000000.0,199,Quality,67.61
2,28,2,Staff,IT,110000000.0,199,Teamwork,73.12
2,28,2,Staff,IT,110000000.0,199,Technical,71.02
2,28,2,Staff,IT,110000000.0,199,Time Management,72.53
2,28,2,Staff,IT,120000000.0,152,Development,62.99
2,28,2,Staff,IT,120000000.0,152,Finance,67.83
2,28,2,Staff,IT,120000000.0,152,HR,72.88
2,28,2,Staff,IT,120000000.0,152,Performance,64.75
2,28,2,Staff,IT,120000000.0,152,Time Management,64.12
2,28,2,Staff,IT,180000000.0,193,Attendance,70.64
2,28,2,Staff,IT,180000000.0,193,Efficiency,68.82
2,28,2,Staff,IT,180000000.0,193,Project,69.99
2,28,2,Staff,IT,180000000.0,193,Quality,63.3
2,28,2,Staff,IT,180000000.0,193,Teamwork,81.08
2,28,2,Staff,IT,180000000.0,193,Technical,72.37
2,28,2,Staff,IT,180000000.0,193,Time Management,70.25
2,28,2,Staff,IT,250000000.0,291,Attendance,66.03
2,28,2,Staff,IT,250000000.0,291,Development,64.26
2,28,2,Staff,IT,250000000.0,291,Efficiency,72.0
2,28,2,Staff,IT,250000000.0,291,Finance,69.3
2,28,2,Staff,IT,250000000.0,291,HR,66.695
2,28,2,Staff,IT,250000000.0,291,Performance,72.0
2,28,2,Staff,IT,250000000.0,291,Quality,69.32
2,28,2,Staff,IT,250000000.0,291,Teamwork,70.38
2,28,2,Staff,IT,250000000.0,291,Technical,62.77333333333333
2,28,2,Staff,IT,300000000.0,242,Attendance,71.81
2,28,2,Staff,IT,300000000.0,242,HR,63.24
2,28,2,Staff,IT,300000000.0,242,Time Management,61.73
3,22,4,Staff,Procurement,120000000.0,152,Finance,58.87
3,22,4,Staff,Procurement,120000000.0,152,HR,73.22
3,22,4,Staff,Procurement,120000000.0,152,Innovation,62.3
3,22,4,Staff,Procurement,120000000.0,152,Performance,58.77
3,22,4,Staff,Procurement,120000000.0,152,Quality,55.01
3,22,4,Staff,Procurement,120000000.0,152,Technical,54.42
3,22,4,Staff,Procurement,120000000.0,152,Time Management,61.72
3,22,4,Staff,Procurement,150000000.0,274,Attendance,70.52
3,22,4,Staff,Procurement,150000000.0,274,HR,66.6
3,22,4,Staff,Procurement,150000000.0,274,Innovation,65.37
3,22,4,Staff,Procurement,150000000.0,274,Performance,67.28
3,22,4,Staff,Procurement,150000000.0,274,Quality,60.51
3,22,4,Staff,Procurement,150000000.0,274,Teamwork,61.26
3,22,4,Staff,Procurement,150000000.0,274,Technical,63.62
3,22,4,Staff,Procurement,150000000.0,274,Time Management,64.02
3,22,4,Staff,Procurement,170000000.0,229,Attendance,69.54
3,22,4,Staff,Procurement,170000000.0,229,Efficiency,69.53
3,22,4,Staff,Procurement,170000000.0,229,Finance,55.56
3,22,4,Staff,Procurement,170000000.0,229,Innovation,58.61
3,22,4,Staff,Procurement,170000000.0,229,Project,58.87
3,22,4,Staff,Procurement,170000000.0,229,Quality,60.91
3,22,4,Staff,Procurement,170000000.0,229,Teamwork,64.73
3,22,4,Staff,Procurement,170000000.0,229,Technical,68.5
3,22,4,Staff,Procurement,170000000.0,229,Time Management,63.519999999999996
3,22,4,Staff,Procurement,190000000.0,241,Attendance,70.63499999999999
3,22,4,Staff,Procurement,190000000.0,241,Development,58.02
3,22,4,Staff,Procurement,190000000.0,241,Efficiency,64.72
3,22,4,Staff,Procurement,190000000.0,241,Finance,62.64
3,22,4,Staff,Procurement,190000000.0,241,HR,62.26
3,22,4,Staff,Procurement,190000000.0,241,Innovation,58.51
3,22,4,Staff,Procurement,190000000.0,241,Quality,61.292500000000004
3,22,4,Staff,Procurement,190000000.0,241,Teamwork,65.78
3,22,4,Staff,Procurement,190000000.0,241,Technical,61.35
3,22,4,Staff,Procurement,190000000.0,241,Time Management,58.16
3,22,4,Staff,Procurement,200000000.0,167,Development,68.13
3,22,4,Staff,Procurement,200000000.0,167,Efficiency,66.68
3,22,4,Staff,Procurement,200000000.0,167,Finance,61.98
3,22,4,Staff,Procurement,200000000.0,167,HR,64.63
3,22,4,Staff,Procurement,200000000.0,167,Performance,57.83
3,22,4,Staff,Procurement,200000000.0,167,Project,69.75
3,22,4,Staff,Procurement,200000000.0,167,Quality,60.93666666666667
3,22,4,Staff,Procurement,206368642.0,46,Attendance,66.94
3,22,4,Staff,Procurement,206368642.0,46,Efficiency,65.4
3,22,4,Staff,Procurement,206368642.0,46,Project,71.75
3,22,4,Staff,Procurement,206368642.0,46,Quality,62.879999999999995
3,22,4,Staff,Procurement,206368642.0,46,Technical,67.55
3,22,4,Staff,Procurement,369461833.0,321,Attendance,79.84
3,22,4,Staff,Procurement,369461833.0,321,Finance,54.15
3,22,4,Staff,Procurement,369461833.0,321,Innovation,57.6
3,22,4,Staff,Procurement,369461833.0,321,Performance,61.63
3,22,4,Staff,Procurement,369461833.0,321,Quality,65.60499999999999
3,22,4,Staff,Procurement,369461833.0,321,Technical,60.77
3,22,4,Staff,Procurement,472961951.0,350,Attendance,65.83
3,22,4,Staff,Procurement,472961951.0,350,Quality,60.39
3,22,4,Staff,Procurement,472961951.0,350,Teamwork,71.18
4,37,8,Manager,Operations,95000000.0,211,Finance,90.37
4,37,8,Manager,Operations,95000000.0,211,Quality,91.84
4,37,8,Manager,Operations,95000000.0,211,Technical,95.59
4,37,8,Manager,Operations,110000000.0,199,HR,94.07
4,37,8,Manager,Operations,110000000.0,199,Quality,92.16
4,37,8,Manager,Operations,278244747.0,88,Efficiency,97.05
4,37,8,Manager,Operations,278244747.0,88,Finance,94.13
4,37,8,Manager,Operations,278244747.0,88,HR,88.29
4,37,8,Manager,Operations,278244747.0,88,Innovation,96.05
4,37,8,Manager,Operations,278244747.0,88,Performance,91.3
4,37,8,Manager,Operations,278244747.0,88,Quality,92.84
4,37,8,Manager,Operations,278244747.0,88,Teamwork,98.0
4,37,8,Manager,Operations,278244747.0,88,Time Management,94.64
4,37,8,Manager,Operations,291868109.0,256,Attendance,98.0
4,37,8,Manager,Operations,291868109.0,256,Development,87.77
4,37,8,Manager,Operations,291868109.0,256,Efficiency,91.85
4,37,8,Manager,Operations,291868109.0,256,Finance,96.62
4,37,8,Manager,Operations,291868109.0,256,HR,96.53999999999999
4,37,8,Manager,Operations,291868109.0,256,Project,97.48
4,37,8,Manager,Operations,291868109.0,256,Quality,95.345
4,37,8,Manager,Operations,300000000.0,242,Attendance,96.69
4,37,8,Manager,Operations,300000000.0,242,Development,89.55
4,37,8,Manager,Operations,300000000.0,242,HR,96.005
4,37,8,Manager,Operations,300000000.0,242,Teamwork,98.0
4,37,8,Manager,Operations,300000000.0,242,Technical,90.33
4,37,8,Manager,Operations,355280620.0,347,Attendance,96.78
4,37,8,Manager,Operations,355280620.0,347,Development,86.515
4,37,8,Manager,Operations,355280620.0,347,Efficiency,94.79
4,37,8,Manager,Operations,355280620.0,347,HR,91.59
4,37,8,Manager,Operations,355280620.0,347,Innovation,91.06
4,37,8,Manager,Operations,355280620.0,347,Quality,97.81
4,37,8,Manager,Operations,355280620.0,347,Teamwork,95.94
4,37,8,Manager,Operations,355280620.0,347,Technical,94.95
4,37,8,Manager,Operations,355280620.0,347,Time Management,97.55
4,37,8,Manager,Operations,365962025.0,249,HR,96.83500000000001
4,37,8,Manager,Operations,365962025.0,249,Innovation,90.005
4,37,8,Manager,Operations,365962025.0,249,Project,92.21
4,37,8,Manager,Operations,365962025.0,249,Quality,94.58999999999999
4,37,8,Manager,Operations,365962025.0,249,Technical,97.55
4,37,8,Manager,Operations,365962025.0,249,Time Management,95.39
4,37,8,Manager,Operations,400000000.0,259,Efficiency,92.61
4,37,8,Manager,Operations,400000000.0,259,HR,98.0
4,37,8,Manager,Operations,400000000.0,259,Innovation,91.07
4,37,8,Manager,Operations,400000000.0,259,Performance,93.82
4,37,8,Manager,Operations,400000000.0,259,Project,87.39
4,37,8,Manager,Operations,400000000.0,259,Quality,90.55
4,37,8,Manager,Operations,400000000.0,259,Technical,84.84
4,37,8,Manager,Operations,400000000.0,259,Time Management,95.28999999999999
5,45,15,Director,Quality Assurance,120000000.0,152,Development,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,HR,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,Project,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,Quality,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,Teamwork,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,Technical,98.0
5,45,15,Director,Quality Assurance,120000000.0,152,Time Management,98.0
5,45,15,Director,Quality Assurance,170000000.0,229,Development,98.0
5,45,15,Director,Quality Assurance,170000000.0,229,HR,98.0
5,45,15,Director,Quality Assurance,170000000.0,229,Quality,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Attendance,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Efficiency,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Finance,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Innovation,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Project,98.0
5,45,15,Director,Quality Assurance,204675132.0,174,Quality,98.0
5,45,15,Director,Quality Assurance,220000000.0,225,Attendance,98.0
5,45,15,Director,Quality Assurance,220000000.0,225,Finance,98.0
5,45,15,Director,Quality Assurance,220000000.0,225,HR,98.0
5,45,15,Director,Quality Assurance,220000000.0,225,Performance,98.0
5,45,15,Director,Quality Assurance,220000000.0,225,Quality,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Attendance,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Development,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Project,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Quality,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Teamwork,98.0
5,45,15,Director,Quality Assurance,375514309.0,335,Technical,98.0
5,45,15,Director,Quality Assurance,377293102.0,80,HR,98.0
5,45,15,Director,Quality Assurance,377293102.0,80,Performance,98.0
5,45,15,Director,Quality Assurance,377293102.0,80,Quality,98.0
5,45,15,Director,Quality Assurance,377293102.0,80,Time Management,98.0
5,45,15,Director,Quality Assurance,397696244.0,106,Attendance,98.0
5,45,15,Director,Quality Assurance,397696244.0,106,Efficiency,98.0
5,45,15,Director,Quality Assurance,397696244.0,106,HR,98.0
5,45,15,Director,Quality Assurance,397696244.0,106,Project,98.0
5,45,15,Director,Quality Assurance,397696244.0,106,Quality,98.0
5,45,15,Director,Quality Assurance,404564658.0,71,HR,98.0
5,45,15,Director,Quality Assurance,404564658.0,71,Project,98.0
5,45,15,Director,Quality Assurance,404564658.0,71,Quality,98.0
5,45,15,Director,Quality Assurance,404564658.0,71,Teamwork,98.0
5,45,15,Director,Quality Assurance,404564658.0,71,Technical,98.0
6,39,9,Manager,Procurement,88214342.0,149,Attendance,97.28
6,39,9,Manager,Procurement,88214342.0,149,Performance,89.52
6,39,9,Manager,Procurement,88214342.0,149,Quality,85.08
6,39,9,Manager,Procurement,88214342.0,149,Teamwork,91.24
6,39,9,Manager,Procurement,180000000.0,193,Attendance,97.15
6,39,9,Manager,Procurement,180000000.0,193,Efficiency,84.78
6,39,9,Manager,Procurement,180000000.0,193,Finance,87.28
6,39,9,Manager,Procurement,180000000.0,193,HR,87.80000000000001
6,39,9,Manager,Procurement,180000000.0,193,Innovation,81.84
6,39,9,Manager,Procurement,180000000.0,193,Performance,86.44999999999999
6,39,9,Manager,Procurement,180000000.0,193,Quality,87.26
6,39,9,Manager,Procurement,250000000.0,291,Development,80.94
6,39,9,Manager,Procurement,250000000.0,291,Efficiency,89.02
6,39,9,Manager,Procurement,250000000.0,291,HR,96.705
6,39,9,Manager,Procurement,250000000.0,291,Performance,86.87
6,39,9,Manager,Procurement,250000000.0,291,Project,92.81
6,39,9,Manager,Procurement,250000000.0,291,Quality,87.55
6,39,9,Manager,Procurement,250000000.0,291,Teamwork,88.65
6,39,9,Manager,Procurement,250000000.0,291,Technical,86.09
6,39,9,Manager,Procurement,250000000.0,291,Time Management,90.32
6,39,9,Manager,Procurement,365962025.0,249,Attendance,89.99
6,39,9,Manager,Procurement,365962025.0,249,Development,87.92
6,39,9,Manager,Procurement,365962025.0,249,Efficiency,92.73
6,39,9,Manager,Procurement,365962025.0,249,Finance,90.055
6,39,9,Manager,Procurement,365962025.0,249,HR,90.3
6,39,9,Manager,Procurement,365962025.0,249,Quality,86.54666666666667
6,39,9,Manager,Procurement,365962025.0,249,Technical,86.05
6,39,9,Manager,Procurement,365962025.0,249,Time Management,84.56
6,39,9,Manager,Procurement,377293102.0,80,Attendance,93.265
6,39,9,Manager,Procurement,377293102.0,80,Efficiency,90.47
6,39,9,Manager,Procurement,377293102.0,80,Finance,84.26
6,39,9,Manager,Procurement,377293102.0,80,HR,90.595
6,39,9,Manager,Procurement,377293102.0,80,Quality,79.9
6,39,9,Manager,Procurement,377293102.0,80,Technical,93.14
6,39,9,Manager,Procurement,377293102.0,80,Time Management,94.0
6,39,9,Manager,Procurement,400000000.0,259,Attendance,96.41
6,39,9,Manager,Procurement,400000000.0,259,Innovation,85.03
6,39,9,Manager,Procurement,400000000.0,259,Performance,89.39
6,39,9,Manager,Procurement,400000000.0,259,Quality,90.79666666666667
6,39,9,Manager,Procurement,400000000.0,259,Technical,97.33
6,39,9,Manager,Procurement,466447298.0,297,Attendance,89.44
6,39,9,Manager,Procurement,466447298.0,297,Development,88.51
6,39,9,Manager,Procurement,466447298.0,297,Finance,87.81
6,39,9,Manager,Procurement,466447298.0,297,HR,96.79
6,39,9,Manager,Procurement,466447298.0,297,Innovation,85.77
6,39,9,Manager,Procurement,466447298.0,297,Performance,94.64
6,39,9,Manager,Procurement,466447298.0,297,Project,88.87
6,39,9,Manager,Procurement,466447298.0,297,Quality,89.572
6,39,9,Manager,Procurement,466447298.0,297,Time Management,94.94
6,39,9,Manager,Procurement,493794225.0,102,Attendance,97.97
7,26,5,Staff,Operations,82017929.0,114,Attendance,68.08
7,26,5,Staff,Operations,82017929.0,114,Development,61.49
7,26,5,Staff,Operations,82017929.0,114,Project,63.13
7,26,5,Staff,Operations,82017929.0,114,Quality,65.61
7,26,5,Staff,Operations,82017929.0,114,Teamwork,65.84
7,26,5,Staff,Operations,82017929.0,114,Technical,65.99000000000001
7,26,5,Staff,Operations,82017929.0,114,Time Management,69.77
7,26,5,Staff,Operations,134037811.0,31,Development,67.19
7,26,5,Staff,Operations,134037811.0,31,HR,69.395
7,26,5,Staff,Operations,134037811.0,31,Innovation,67.33
7,26,5,Staff,Operations,134037811.0,31,Performance,69.89
7,26,5,Staff,Operations,134037811.0,31,Quality,68.58
7,26,5,Staff,Operations,134037811.0,31,Technical,66.05
7,26,5,Staff,Operations,140000000.0,211,Attendance,72.83
7,26,5,Staff,Operations,140000000.0,211,Efficiency,67.1
7,26,5,Staff,Operations,140000000.0,211,Finance,65.83
7,26,5,Staff,Operations,140000000.0,211,HR,69.65
7,26,5,Staff,Operations,140000000.0,211,Innovation,63.99
7,26,5,Staff,Operations,140000000.0,211,Performance,69.025
7,26,5,Staff,Operations,140000000.0,211,Teamwork,72.13
7,26,5,Staff,Operations,140000000.0,211,Technical,65.69
7,26,5,Staff,Operations,200000000.0,167,Attendance,70.56
7,26,5,Staff,Operations,200000000.0,167,Development,61.55
7,26,5,Staff,Operations,200000000.0,167,HR,68.82666666666667
7,26,5,Staff,Operations,200000000.0,167,Innovation,58.09
7,26,5,Staff,Operations,200000000.0,167,Quality,58.64
7,26,5,Staff,Operations,200000000.0,167,Teamwork,60.8
7,26,5,Staff,Operations,200000000.0,167,Time Management,61.99
7,26,5,Staff,Operations,220000000.0,225,Efficiency,70.03
7,26,5,Staff,Operations,220000000.0,225,Project,67.44
7,26,5,Staff,Operations,220000000.0,225,Technical,59.89
7,26,5,Staff,Operations,278244747.0,88,Attendance,80.665
7,26,5,Staff,Operations,278244747.0,88,Efficiency,76.01
7,26,5,Staff,Operations,278244747.0,88,Performance,61.84
7,26,5,Staff,Operations,278244747.0,88,Quality,65.03
7,26,5,Staff,Operations,278244747.0,88,Technical,67.62
7,26,5,Staff,Operations,375514309.0,335,Efficiency,67.97
7,26,5,Staff,Operations,375514309.0,335,Finance,53.7
7,26,5,Staff,Operations,375514309.0,335,Performance,71.49000000000001
7,26,5,Staff,Operations,375514309.0,335,Quality,64.79
7,26,5,Staff,Operations,397696244.0,106,Attendance,73.0
7,26,5,Staff,Operations,397696244.0,106,Efficiency,74.13
7,26,5,Staff,Operations,397696244.0,106,HR,69.1
7,26,5,Staff,Operations,397696244.0,106,Innovation,61.245000000000005
7,26,5,Staff,Operations,397696244.0,106,Project,63.12
7,26,5,Staff,Operations,397696244.0,106,Quality,64.925
7,26,5,Staff,Operations,397696244.0,106,Teamwork,70.5
7,26,5,Staff,Operations,397696244.0,106,Time Management,63.98
8,32,7,Manager,Quality Assurance,110000000.0,199,Attendance,98.0
8,32,7,Manager,Quality Assurance,110000000.0,199,Development,93.91
8,32,7,Manager,Quality Assurance,110000000.0,199,Efficiency,97.44
8,32,7,Manager,Quality Assurance,110000000.0,199,Finance,96.98
8,32,7,Manager,Quality Assurance,110000000.0,199,HR,97.26
8,32,7,Manager,Quality Assurance,110000000.0,199,Performance,92.28
8,32,7,Manager,Quality Assurance,110000000.0,199,Project,98.0
8,32,7,Manager,Quality Assurance,110000000.0,199,Quality,92.93666666666667
8,32,7,Manager,Quality Assurance,110000000.0,199,Teamwork,95.705
8,32,7,Manager,Quality Assurance,110000000.0,199,Time Management,94.025
8,32,7,Manager,Quality Assurance,130000000.0,303,Innovation,90.2
8,32,7,Manager,Quality Assurance,130000000.0,303,Quality,89.995
8,32,7,Manager,Quality Assurance,134037811.0,31,Finance,88.12
8,32,7,Manager,Quality Assurance,134037811.0,31,Quality,97.8
8,32,7,Manager,Quality Assurance,134037811.0,31,Technical,96.66
8,32,7,Manager,Quality Assurance,150000000.0,274,Efficiency,98.0
8,32,7,Manager,Quality Assurance,150000000.0,274,Time Management,92.98
8,32,7,Manager,Quality Assurance,190000000.0,241,HR,95.94999999999999
8,32,7,Manager,Quality Assurance,190000000.0,241,Innovation,91.22
8,32,7,Manager,Quality Assurance,190000000.0,241,Quality,98.0
8,32,7,Manager,Quality Assurance,250000000.0,291,Efficiency,96.45
8,32,7,Manager,Quality Assurance,250000000.0,291,HR,95.80333333333333
8,32,7,Manager,Quality Assurance,250000000.0,291,Innovation,93.18
8,32,7,Manager,Quality Assurance,250000000.0,291,Quality,94.63666666666666
8,32,7,Manager,Quality Assurance,250000000.0,291,Teamwork,95.68
8,32,7,Manager,Quality Assurance,250000000.0,291,Technical,91.16
8,32,7,Manager,Quality Assurance,250000000.0,291,Time Management,96.2
8,32,7,Manager,Quality Assurance,365962025.0,249,Attendance,98.0
8,32,7,Manager,Quality Assurance,365962025.0,249,Finance,92.45
8,32,7,Manager,Quality Assurance,365962025.0,249,HR,96.50999999999999
8,32,7,Manager,Quality Assurance,365962025.0,249,Innovation,89.03
8,32,7,Manager,Quality Assurance,365962025.0,249,Performance,95.24
8,32,7,Manager,Quality Assurance,365962025.0,249,Quality,90.89
8,32,7,Manager,Quality Assurance,365962025.0,249,Time Management,93.99
8,32,7,Manager,Quality Assurance,377293102.0,80,Attendance,97.07333333333334
8,32,7,Manager,Quality Assurance,377293102.0,80,Efficiency,96.53
8,32,7,Manager,Quality Assurance,377293102.0,80,HR,94.685
8,32,7,Manager,Quality Assurance,377293102.0,80,Innovation,91.1
8,32,7,Manager,Quality Assurance,377293102.0,80,Performance,98.0
8,32,7,Manager,Quality Assurance,377293102.0,80,Project,98.0
8,32,7,Manager,Quality Assurance,377293102.0,80,Quality,93.425
8,32,7,Manager,Quality Assurance,377293102.0,80,Teamwork,94.67666666666666
8,32,7,Manager,Quality Assurance,377293102.0,80,Time Management,92.46
9,28,5,Staff,Finance,50000000.0,211,Development,61.16
9,28,5,Staff,Finance,50000000.0,211,Quality,68.7825
9,28,5,Staff,Finance,50000000.0,211,Teamwork,72.935
9,28,5,Staff,Finance,50000000.0,211,Time Management,68.545
9,28,5,Staff,Finance,60000000.0,214,Attendance,69.23
9,28,5,Staff,Finance,60000000.0,214,Innovation,61.63
9,28,5,Staff,Finance,60000000.0,214,Quality,68.23
9,28,5,Staff,Finance,60000000.0,214,Teamwork,75.96
9,28,5,Staff,Finance,60000000.0,214,Technical,55.39
9,28,5,Staff,Finance,60000000.0,214,Time Management,60.01
9,28,5,Staff,Finance,82017929.0,114,Development,64.28
9,28,5,Staff,Finance,82017929.0,114,Efficiency,65.7
9,28,5,Staff,Finance,82017929.0,114,Quality,61.69
9,28,5,Staff,Finance,82017929.0,114,Technical,63.59
9,28,5,Staff,Finance,95000000.0,211,Attendance,69.54
9,28,5,Staff,Finance,95000000.0,211,Development,65.77
9,28,5,Staff,Finance,95000000.0,211,Efficiency,71.67
9,28,5,Staff,Finance,95000000.0,211,Finance,70.62
9,28,5,Staff,Finance,95000000.0,211,HR,78.07
9,28,5,Staff,Finance,95000000.0,211,Innovation,59.56
9,28,5,Staff,Finance,95000000.0,211,Performance,77.01
9,28,5,Staff,Finance,95000000.0,211,Project,69.64
9,28,5,Staff,Finance,95000000.0,211,Quality,67.77666666666667
9,28,5,Staff,Finance,95000000.0,211,Technical,74.34
9,28,5,Staff,Finance,95000000.0,211,Time Management,67.25
9,28,5,Staff,Finance,120000000.0,152,Attendance,80.24
9,28,5,Staff,Finance,120000000.0,152,Development,65.76
9,28,5,Staff,Finance,120000000.0,152,Finance,66.21000000000001
9,28,5,Staff,Finance,120000000.0,152,HR,68.28
9,28,5,Staff,Finance,120000000.0,152,Innovation,65.1
9,28,5,Staff,Finance,120000000.0,152,Performance,72.38499999999999
9,28,5,Staff,Finance,120000000.0,152,Project,77.17
9,28,5,Staff,Finance,120000000.0,152,Quality,75.44
9,28,5,Staff,Finance,120000000.0,152,Technical,77.07
9,28,5,Staff,Finance,200000000.0,167,Attendance,75.14
9,28,5,Staff,Finance,200000000.0,167,HR,72.72
9,28,5,Staff,Finance,200000000.0,167,Innovation,56.98
9,28,5,Staff,Finance,200000000.0,167,Performance,72.81
9,28,5,Staff,Finance,200000000.0,167,Quality,60.91
9,28,5,Staff,Finance,200000000.0,167,Time Management,66.94
9,28,5,Staff,Finance,300000000.0,242,Finance,59.59
9,28,5,Staff,Finance,300000000.0,242,Performance,73.92
9,28,5,Staff,Finance,300000000.0,242,Project,60.88
9,28,5,Staff,Finance,300000000.0,242,Teamwork,70.7
9,28,5,Staff,Finance,493794225.0,102,Attendance,74.74
9,28,5,Staff,Finance,493794225.0,102,Development,61.974999999999994
9,28,5,Staff,Finance,493794225.0,102,Finance,65.71
9,28,5,Staff,Finance,493794225.0,102,HR,68.15
9,28,5,Staff,Finance,493794225.0,102,Project,74.02
9,28,5,Staff,Finance,493794225.0,102,Teamwork,69.12
10,33,6,Senior Staff,Quality Assurance,80000000.0,138,Attendance,71.975
10,33,6,Senior Staff,Quality Assurance,80000000.0,138,Development,57.81
10,33,6,Senior Staff,Quality Assurance,80000000.0,138,Efficiency,72.24000000000001
10,33,6,Senior Staff,Quality Assurance,80000000.0,138,HR,75.31666666666666
10,33,6,Senior Staff,Quality Assurance,80000000.0,138,Innovation,65.93
