department_name,periode,avg_kpi
IT,2025-04-01,67.16381818181819
IT,2025-05-01,59.67185185185185
IT,2025-06-01,78.47346666666667
IT,2025-07-01,69.91077777777778
IT,2025-08-01,67.71266666666666
IT,2025-09-01,70.16973333333333
IT,2025-10-01,74.2068888888889
IT,2025-11-01,92.173
IT,2025-12-01,60.157111111111114
IT,2026-01-01,84.50766666666667
IT,2026-02-01,61.54666666666667
IT,2026-03-01,70.39163636363637
IT,2026-04-01,71.84011764705882
IT,2026-05-01,81.17546666666667
Legal,2023-06-01,61.769999999999996
Legal,2023-07-01,76.86080000000001
Legal,2023-08-01,63.957692307692305
Legal,2023-09-01,73.34235897435897
Legal,2023-10-01,65.03333333333333
Legal,2023-11-01,71.4947619047619
Legal,2023-12-01,74.53722222222223
Legal,2024-01-01,74.73666666666666
Legal,2024-02-01,66.60028571428572
Legal,2024-03-01,79.37511111111111
Legal,2024-04-01,69.6455
Legal,2024-05-01,64.79811111111111
Legal,2024-06-01,67.37288888888888
Legal,2024-07-01,64.30633333333334
Legal,2024-08-01,65.743
Legal,2024-09-01,64.95960000000001
Legal,2024-10-01,66.39733333333334
Legal,2024-11-01,78.96244444444444
Legal,2024-12-01,69.71511111111111
Legal,2025-01-01,75.13550000000001
Legal,2025-02-01,62.00633333333334
Legal,2025-03-01,59.64853333333334
Legal,2025-04-01,57.08826666666666
Legal,2025-05-01,62.89
Legal,2025-06-01,76.745
Legal,2025-07-01,73.51208333333334
Legal,2025-08-01,59.47826666666666
Legal,2025-09-01,64.4462
Legal,2025-10-01,57.90233333333333
Legal,2025-11-01,67.97866666666667
Legal,2025-12-01,68.4636
Legal,2026-01-01,72.1882962962963
Legal,2026-02-01,57.32466666666667
Legal,2026-03-01,64.14475
Legal,2026-04-01,63.266400000000004
Legal,2026-05-01,72.56158333333333
Logistics,2023-06-01,88.44333333333334
Logistics,2023-07-01,93.12933333333334
Logistics,2023-08-01,87.1472
Logistics,2023-09-01,89.19699999999999
Logistics,2023-10-01,83.88177777777777
Logistics,2023-11-01,93.70066666666666
Logistics,2023-12-01,80.6
Logistics,2024-01-01,58.18966666666667
Logistics,2024-02-01,76.9835
Logistics,2024-03-01,74.5945
Logistics,2024-04-01,83.14444444444445
Logistics,2024-05-01,90.396
Logistics,2024-06-01,86.46575
Logistics,2024-07-01,80.356
Logistics,2024-08-01,90.72466666666666
Logistics,2024-09-01,90.82466666666666
Logistics,2024-10-01,93.11116666666666
Logistics,2024-11-01,78.38183333333333
Logistics,2024-12-01,90.908
Logistics,2025-03-01,58.69577777777778
Logistics,2025-05-01,88.05933333333333
Logistics,2025-06-01,63.41466666666667
Logistics,2025-07-01,87.95666666666668
Logistics,2025-08-01,88.29866666666666
Logistics,2025-09-01,70.19266666666667
Logistics,2025-10-01,74.73266666666667
Logistics,2025-11-01,91.934
Logistics,2026-01-01,60.25933333333333
Logistics,2026-02-01,73.30066666666667
Logistics,2026-03-01,77.57066666666667
Logistics,2026-04-01,63.17666666666666
Logistics,2026-05-01,80.03066666666668
Marketing,2023-07-01,69.37977777777778
Marketing,2023-08-01,77.16575757575758
Marketing,2023-09-01,73.1957037037037
Marketing,2023-10-01,68.95533333333333
Marketing,2023-11-01,66.64683333333333
Marketing,2023-12-01,69.63539999999999
Marketing,2024-01-01,66.38883333333334
Marketing,2024-02-01,62.22266666666667
Marketing,2024-03-01,61.631166666666665
Marketing,2024-04-01,79.2796
Marketing,2024-05-01,60.39186666666667
Marketing,2024-06-01,70.85877777777777
Marketing,2024-07-01,77.64491666666666
Marketing,2024-08-01,82.29573333333333
Marketing,2024-09-01,77.08333333333333
Marketing,2024-10-01,77.94533333333334
Marketing,2024-11-01,78.81208333333333
Marketing,2024-12-01,79.73013333333334
Marketing,2025-01-01,62.12733333333333
Marketing,2025-02-01,48.35066666666667
Marketing,2025-03-01,54.606750000000005
Marketing,2025-04-01,74.38866666666667
Marketing,2025-05-01,57.552416666666666
Marketing,2025-06-01,69.35225641025642
Marketing,2025-07-01,63.86733333333333
Marketing,2025-08-01,61.64508333333333
Marketing,2025-09-01,74.48355555555555
Marketing,2025-10-01,70.84233333333333
Marketing,2025-11-01,78.57114285714285
Marketing,2025-12-01,74.92733333333334
Marketing,2026-01-01,63.16544444444445
Marketing,2026-02-01,56.693333333333335
Marketing,2026-03-01,83.02659259259259
Marketing,2026-04-01,91.74722222222222
Marketing,2026-05-01,97.46866666666666
Operations,2023-07-01,79.3955
Operations,2023-08-01,78.21905882352941
Operations,2023-09-01,76.63483333333333
Operations,2023-10-01,76.89325490196077
Operations,2023-11-01,80.70519999999999
Operations,2023-12-01,73.1516
Operations,2024-01-01,68.05499999999999
Operations,2024-02-01,67.11651851851852
Operations,2024-03-01,72.47763636363636
Operations,2024-04-01,71.771
Operations,2024-05-01,72.14526666666667
Operations,2024-06-01,80.38348148148148
Operations,2024-07-01,72.2652380952381
Operations,2024-08-01,75.71933333333332
Operations,2024-09-01,78.97
Operations,2024-10-01,86.43183333333333
Operations,2024-11-01,78.57714285714286
Operations,2024-12-01,77.14155555555556
Operations,2025-01-01,76.26995238095239
Operations,2025-02-01,84.81566666666666
Operations,2025-03-01,71.80986666666666
Operations,2025-04-01,78.30444444444444
Operations,2025-05-01,78.38975
Operations,2025-06-01,90.85939393939394
Operations,2025-07-01,81.00344444444445
Operations,2025-08-01,84.93593333333332
Operations,2025-09-01,93.47800000000001
Operations,2025-10-01,76.78125
Operations,2025-11-01,78.05316666666666
Operations,2025-12-01,75.13938461538461
Operations,2026-01-01,83.92622222222222
Operations,2026-02-01,78.2975
Operations,2026-03-01,77.01845454545455
Operations,2026-04-01,74.9092463768116
Operations,2026-05-01,74.46189743589744
Procurement,2023-06-01,89.48866666666666
Procurement,2023-07-01,77.40366666666667
Procurement,2023-08-01,61.780388888888886
Procurement,2023-09-01,83.55225
Procurement,2023-10-01,76.94733333333333
Procurement,2023-11-01,71.71374999999999
Procurement,2023-12-01,58.116166666666665
Procurement,2024-01-01,73.19905555555556
Procurement,2024-02-01,70.815
Procurement,2024-03-01,67.2785
Procurement,2024-04-01,71.79277777777779
Procurement,2024-05-01,64.94925925925925
Procurement,2024-06-01,77.9508
Procurement,2024-07-01,67.11188888888888
Procurement,2024-08-01,69.61933333333333
Procurement,2024-09-01,58.366499999999995
Procurement,2024-10-01,57.79533333333333
Procurement,2024-11-01,62.69133333333333
Procurement,2024-12-01,61.93706666666667
Procurement,2025-01-01,79.39166666666667
Procurement,2025-02-01,73.044
Procurement,2025-03-01,83.26922222222221
Procurement,2025-04-01,76.4624
Procurement,2025-05-01,61.850500000000004
Procurement,2025-06-01,53.540166666666664
Procurement,2025-07-01,78.1564
Procurement,2025-08-01,67.81093333333332
Procurement,2025-09-01,78.97844444444445
Procurement,2025-10-01,69.04166666666667
Procurement,2025-11-01,73.71366666666667
Procurement,2025-12-01,71.80666666666667
Procurement,2026-01-01,61.5315
Procurement,2026-02-01,74.85366666666667
Procurement,2026-03-01,61.45022222222223
Procurement,2026-04-01,58.01
Procurement,2026-05-01,67.04622222222223
Production,2023-06-01,64.65466666666667
Production,2023-07-01,79.43511111111111
Production,2023-08-01,79.45353333333334
Production,2023-09-01,72.74155555555555
Production,2023-10-01,91.55022222222223
Production,2023-11-01,75.53733333333334
Production,2023-12-01,88.61366666666666
Production,2024-01-01,91.14533333333334
Production,2024-02-01,68.90177777777778
Production,2024-03-01,87.2415
Production,2024-04-01,73.67699999999999
Production,2024-05-01,67.33616666666667
Production,2024-06-01,75.90622222222223
Production,2024-07-01,62.04933333333334
Production,2024-08-01,72.38566666666667
Production,2024-09-01,90.5338888888889
Production,2024-10-01,85.2332380952381
Production,2024-11-01,74.518
Production,2024-12-01,74.49533333333333
Production,2025-01-01,92.8635
Production,2025-02-01,92.26933333333334
Production,2025-03-01,70.48746666666668
Production,2025-04-01,65.79599999999999
Production,2025-05-01,78.17523809523809
Production,2025-06-01,73.07416666666667
Production,2025-07-01,76.41186666666667
Production,2025-08-01,70.392
Production,2025-09-01,76.19733333333333
Production,2025-10-01,65.68666666666667
Production,2025-11-01,71.20466666666667
Production,2025-12-01,67.37866666666666
Production,2026-01-01,62.8895
Production,2026-02-01,73.82600000000001
Production,2026-03-01,75.33222222222221
Production,2026-04-01,70.737
Production,2026-05-01,82.41533333333332
Quality Assurance,2023-06-01,88.7875
Quality Assurance,2023-07-01,73.47555555555556
Quality Assurance,2023-08-01,68.07374358974359
Quality Assurance,2023-09-01,70.27007407407407
Quality Assurance,2023-10-01,65.36757142857144
Quality Assurance,2023-11-01,71.56641666666665
Quality Assurance,2023-12-01,86.04786666666666
Quality Assurance,2024-01-01,84.10816666666666
Quality Assurance,2024-02-01,80.57199999999999
Quality Assurance,2024-03-01,78.23366666666666
Quality Assurance,2024-04-01,83.91906666666667
Quality Assurance,2024-05-01,75.44380952380953
Quality Assurance,2024-06-01,68.18433333333334
Quality Assurance,2024-07-01,74.51555555555555
Quality Assurance,2024-08-01,71.56424999999999
Quality Assurance,2024-09-01,66.08474074074074
Quality Assurance,2024-10-01,70.95709090909091
Quality Assurance,2024-11-01,84.63893333333334
Quality Assurance,2024-12-01,70.36766666666668
Quality Assurance,2025-01-01,51.51466666666667
Quality Assurance,2025-02-01,74.08733333333332
Quality Assurance,2025-03-01,78.76858333333332
Quality Assurance,2025-04-01,65.6436923076923
Quality Assurance,2025-05-01,58.234
Quality Assurance,2025-06-01,80.47071794871795
Quality Assurance,2025-07-01,88.92903703703703
Quality Assurance,2025-08-01,77.94673333333334
Quality Assurance,2025-09-01,74.09433333333332
Quality Assurance,2025-10-01,67.41625641025641
Quality Assurance,2025-11-01,68.05185185185185
Quality Assurance,2025-12-01,78.81895238095238
Quality Assurance,2026-01-01,72.55
Quality Assurance,2026-02-01,66.05333333333334
Quality Assurance,2026-03-01,78.68954166666667
Quality Assurance,2026-04-01,71.96219047619047
Quality Assurance,2026-05-01,72.68416666666667
Research & Development,2023-06-01,96.71333333333334
Research & Development,2023-07-01,78.23860606060606
Research & Development,2023-08-01,65.05413333333334
Research & Development,2023-09-01,74.45016666666668
Research & Development,2023-10-01,82.52133333333333
Research & Development,2023-11-01,72.19088888888889
Research & Development,2023-12-01,76.10166666666667
Research & Development,2024-01-01,69.13273333333333
Research & Development,2024-02-01,68.96473333333333
Research & Development,2024-03-01,76.65303703703704
Research & Development,2024-04-01,79.59416666666667
Research & Development,2024-05-01,79.03066666666668
Research & Development,2024-06-01,75.02680000000001
Research & Development,2024-07-01,74.17888888888889
Research & Development,2024-08-01,69.79780952380953
Research & Development,2024-09-01,76.46590476190477
Research & Development,2024-10-01,74.084
Research & Development,2024-11-01,77.93481481481481
Research & Development,2024-12-01,78.27977777777778
Research & Development,2025-01-01,85.92833333333333
Research & Development,2025-02-01,68.866
Research & Development,2025-03-01,98.0
Research & Development,2025-04-01,97.98700000000001
Research & Development,2025-05-01,84.55866666666667
Research & Development,2025-06-01,77.81033333333333
Research & Development,2025-07-01,61.16341666666666
Research & Development,2025-08-01,64.74508333333333
Research & Development,2025-09-01,79.29586666666665
Research & Development,2025-10-01,70.42783333333334
Research & Development,2025-11-01,69.55093333333333
Research & Development,2025-12-01,74.7404
Research & Development,2026-01-01,67.24133333333333
Research & Development,2026-02-01,85.79613333333333
Research & Development,2026-03-01,75.05683333333333
Research & Development,2026-04-01,70.29633333333332
Research & Development,2026-05-01,84.9804761904762
Sales,2023-07-01,67.16977777777778
Sales,2023-08-01,66.56666666666666
Sales,2023-09-01,67.48866666666667
Sales,2023-10-01,60.983
Sales,2023-11-01,69.65599999999999
Sales,2023-12-01,71.32666666666667
Sales,2024-02-01,60.09488888888889
Sales,2024-03-01,64.594
Sales,2024-04-01,63.254666666666665
Sales,2024-06-01,66.562
Sales,2024-07-01,66.154
Sales,2024-08-01,51.910666666666664
Sales,2024-09-01,51.626666666666665
Sales,2024-10-01,53.53
Sales,2024-11-01,54.1
Sales,2024-12-01,55.798
Sales,2025-01-01,60.5
Sales,2025-02-01,57.74766666666667
Sales,2025-03-01,57.833777777777776
Sales,2025-04-01,50.384
Sales,2025-05-01,57.57533333333333
Sales,2025-06-01,67.85955555555554
Sales,2025-11-01,72.804
Sales,2025-12-01,73.152
Sales,2026-01-01,63.13733333333333
Sales,2026-02-01,47.14911111111111
Sales,2026-03-01,60.509083333333336
Sales,2026-04-01,64.15474999999999
Sales,2026-05-01,67.76333333333334
